RowNum,Total Population,% Urban,Gender Ratio,% Han Population,% Age 15-64,% Bachelors+,Inlinks per capita (Chinese Wikipedia),Outlinks per capita (Chinese Wikipedia),Non-Spatial Inlinks per capita (Chinese Wikipedia),Non-spatial Outlinks per capita (Chinese Wikipedia),Page Views per capita (Chinese Wikipedia),Page Length per capita (Chinese Wikipedia),Page Count per capita (Chinese Wikipedia),Page Views per Page (Chinese Wikipedia)
0,-0.10897808,1.180462374,0.114516316,0.86518484,1.261201291,0.348921107,-2.317774219,-2.374154922,-2.202395549,-2.290709469,-1.89469177,-2.156364463,-2.49924073,-1.974058229
1,-0.414544131,1.294307242,6.352484183,0.49900654,1.32912104,0.696198772,-2.100340634,-2.263074193,-1.88878058,-1.997611435,-1.624805656,-1.72599027,-2.154939574,-1.174761557
2,0.124197217,-0.410980343,-0.435063685,1.536968286,0.905754605,0.016431331,-1.09255997,-1.278523439,-0.949833353,-1.449606954,-1.44881459,-1.534566686,-1.418390346,-1.310117047
3,-0.303130779,-0.301171401,-0.273008044,-0.068327543,0.439372329,-0.850480524,-0.979946786,-0.984566397,-1.06248771,-1.291223826,-1.435407876,-1.277834466,-1.314060716,-1.319981152
4,-1.862352015,2.746072974,1.688100077,0.270801113,1.145737718,0.718612746,0.377659554,0.796102714,0.044241288,0.717064906,0.568605294,0.713961832,0.456268691,1.864702363
5,-1.126312628,0.803136802,0.880170504,1.284649763,1.240825366,0.571694246,-2.427379338,-2.461475748,-2.341859251,-2.410022003,-2.035397827,-2.420240854,-2.780933257,-1.705575349
6,-0.62153246,-0.313636727,0.018222384,1.488286223,1.245353349,-0.281644211,-1.355304129,-1.289482428,-1.457247491,-1.692652865,-1.766757827,-1.760994878,-1.844501519,-1.174085433
7,-0.927052551,-1.442797765,-0.888349753,1.46557563,-1.704627744,-0.430557105,-0.021927169,0.088204633,-0.194602977,-0.359852839,-0.489231241,-0.447312717,-0.209962856,-0.119315434
8,-1.51676839,1.242673661,0.285966487,0.953297105,0.242405057,0.261952319,-0.276817113,-0.304362399,-0.235061557,-0.073317434,-0.543964207,-0.242591739,0.111783357,0.309360434
9,-0.886182305,-0.567713788,-0.249521719,1.572214492,-0.905438699,-0.665711969,-1.014845202,-1.0501773,-0.987538989,-1.174797241,-1.20541456,-1.082831088,-1.02752179,-0.407389153
10,1.69003063,2.128350824,0.938886316,-0.454946516,1.761543441,2.196151218,2.196976132,2.700573849,2.08585116,3.006588027,2.986011136,2.910994585,1.979684365,1.625041878
11,0.054652566,-0.431295181,-1.299360437,-0.806695039,-1.731795644,-1.499718492,-0.151129652,-0.286198188,-0.033973723,-0.188061805,-0.236716026,0.077190385,-0.08328136,-0.250621722
12,0.551844259,0.844636302,1.345199735,-0.290930971,0.584267793,-0.036409017,0.033521505,-0.089841199,0.155292734,0.131255755,0.304604013,0.276083875,-0.112085962,0.518324697
13,0.515272968,0.871375387,-0.190805907,-0.36911438,0.577475818,-0.490027885,0.370388187,0.373234757,0.505656704,0.693036109,1.193927539,0.952012165,0.28877052,1.148836828
14,0.828073615,-0.005675587,-0.44915548,-1.04448008,-1.310693201,-2.822938786,0.80247272,0.638542155,0.862650505,0.581164167,0.866148509,1.022334135,0.752158837,0.934855027
15,0.815273873,-0.722699649,0.635912726,-0.959188063,-2.127994179,-0.876208229,0.195468585,0.038104355,0.316365146,0.138175384,-0.014055532,0.107204295,0.240119148,-0.061985542
16,0.460537415,-0.257168089,-1.196020608,-1.094769746,-1.127309879,-0.82651376,0.116834134,-0.196318211,0.227979497,-0.209677866,0.216194249,0.048509783,0.011885234,0.074786281
17,0.307856375,0.007671781,-0.120346932,0.00259477,-0.672247561,-1.026401735,-0.446034435,-0.622495533,-0.299094119,-0.448783603,-0.306187822,-0.380167914,-0.418555207,-0.19192902
18,0.713314423,-0.622048994,-0.768569497,-0.948584723,-0.217185244,-0.11218457,0.234191342,0.483711269,0.090267166,0.344181316,0.18167298,0.24737586,0.457605894,-0.294978033
19,0.133194323,-0.234280068,-0.37399924,-0.634258871,-0.722055377,0.256480522,0.408110812,0.460484662,0.484951301,0.652633425,0.392468816,0.645837253,0.625988504,0.512754033
20,0.611669466,-1.135182826,-0.634697446,-0.637577215,-1.580108205,-1.761407616,0.195794438,0.214461939,0.184048319,0.118615713,-0.081859095,-0.049483651,0.306422692,0.045904492
21,0.35955657,-0.395688631,-0.545449411,-0.953865683,-0.502448189,-0.685345556,-0.724809308,-1.078886304,-0.486882987,-0.749244793,-0.37403651,-0.248355746,-1.920806314,1.509611034
22,-0.778338579,-0.175599043,-0.968203258,-0.959188063,-0.097193687,-0.061850807,-0.08897899,0.031548608,-0.163170371,-0.051110163,0.133994905,-0.063253814,-0.051402154,0.542879004
23,0.378133837,-0.345564546,-0.557192574,-0.657835434,-0.459432348,-0.356408567,-0.171729011,-0.21934429,-0.09628395,-0.13051938,0.022371518,-0.074777403,0.131784113,-0.075911929
24,1.114669518,-0.931659992,-1.759692404,-0.675191878,-1.627652029,-1.519622734,0.613850145,0.830719744,0.388348456,0.475847266,0.407446925,0.354437365,0.799239707,-0.034312035
25,0.792902284,1.214865137,0.967069906,-0.733918227,0.772179099,1.969122999,0.690143161,0.657681637,0.76658042,0.729996753,0.949258653,0.911831068,0.665556321,0.800896814
26,-0.318555586,0.324389008,-0.69576189,-1.038448041,-0.042857888,0.242388197,0.313481863,0.300246991,0.346300824,0.348147663,0.955476963,0.34201919,0.505100841,1.738275371
27,-0.207849023,0.84160721,0.588940077,-0.535827838,0.233349091,0.595922719,0.664177719,1.057516776,0.537945401,1.100169464,0.645885641,0.74207794,1.302146703,0.996171695
28,-0.813664176,-0.383748645,-0.554843941,-0.980905115,0.369188589,0.247732067,0.25740758,0.59564998,0.14383072,0.631676875,0.571346961,0.330685168,0.459729662,0.417160231
29,0.77492869,-0.736153339,-0.35521018,-0.765304166,-0.549992013,-0.74619064,0.135100063,0.311989092,-0.017360652,0.033831987,-0.159966398,-0.086257082,0.196609472,-0.532861214
30,-0.807644833,1.249397964,0.210810247,-0.781558834,0.568419852,1.166973306,0.455909732,0.684286912,0.462812759,0.767986205,0.541868739,0.834637779,1.028850334,1.257302571
31,0.722042494,-0.947743279,-0.902441548,-0.980905115,-0.993734373,-0.933295251,0.29719355,0.474111361,0.117468478,0.188533605,0.032564412,0.053191326,0.351979484,-0.00557437
32,-1.519124061,1.479610367,-0.280053941,-0.893054877,0.471068212,1.101031197,0.824403604,1.104527905,0.645892507,0.890354801,0.996455858,1.117636926,0.978496399,2.139225324
33,-0.242343965,1.039776466,0.163837598,-0.864577973,0.586531785,1.377655566,0.65037582,0.52972463,0.734284992,0.750502191,1.053404742,0.994090603,0.763153438,1.459268734
34,-0.116169934,-0.241122168,-0.09920924,-0.859945874,-0.020217972,-0.595640381,-0.191759544,-0.029646782,-0.187828775,-0.001556197,0.055262803,0.003053834,0.159984174,0.008056802
35,2.176655865,2.256028196,0.285966487,-0.018448776,1.947190754,3.19209806,2.3420692,2.304769113,2.214230394,2.771000637,3.348204868,2.756458658,1.744346254,1.498754084
36,2.608852091,0.328686858,-0.68636736,0.264667824,-0.633759703,0.704933334,0.163217062,0.50600252,-0.094412762,0.37153443,0.180799619,0.392908356,0.54164242,-1.677656727
37,1.040870352,0.851050208,-0.322329326,-0.550297468,0.729163258,1.507609346,0.849558984,0.817967626,0.936704182,1.034997234,1.422974602,1.598995986,0.937825943,0.662307576
38,-0.104464162,-0.139914637,0.23194794,-0.467774874,-0.135681545,0.156739517,-0.181990085,-0.207759216,-0.122063739,-0.152153915,-0.211627204,0.102430927,-0.006179412,-0.447802321
39,-0.067442627,0.194903572,0.011176487,-0.547378754,-0.432264448,-0.111556751,-0.436516549,-0.368890491,-0.346821314,-0.216231297,-0.315960292,0.169074839,-0.233056447,-0.609118275
40,0.004885143,0.02998932,0.981161701,0.196195079,0.233349091,-0.473969628,0.151894389,0.047812568,0.281153835,0.25041141,0.14989657,0.340150484,0.326973044,-0.108083427
41,-0.012512116,0.197468837,-1.639912147,-0.55322879,-0.178697386,-0.103018644,0.57445088,0.351232956,0.683282901,0.439623008,0.809876663,0.894725546,0.718120334,1.145404837
42,1.189996603,0.644970876,0.417489906,-0.213669816,1.229505408,-0.0644327,0.849701109,0.932950753,0.927458566,1.281485135,1.678042743,1.558896199,0.852977894,1.003723069
43,-0.129315474,0.217202858,0.917748624,-0.556172829,0.029589844,0.21686922,-0.394331211,-0.526676706,-0.290010972,-0.468501017,-0.533201072,-0.06216737,-0.112954581,-0.796957023
44,0.256075574,2.394539678,0.539618795,-0.305047972,1.929078821,1.979752265,1.188872894,1.60822877,1.155494999,1.831923513,2.338264451,2.081856508,1.551991126,2.587627816
45,0.602236607,-0.039900323,-0.017007103,-0.48349604,0.138261442,-0.00457641,0.243916611,0.200061575,0.370866165,0.501069569,0.575446914,0.450168555,0.341597106,0.317925135
46,-0.557103552,-0.470066838,0.032314179,-0.507782526,0.169957325,-0.270817082,-0.854188178,-0.76277253,-0.898311291,-0.824656221,-1.073975908,-0.776057626,-0.603214365,-0.784857634
47,-0.045190998,-1.419052344,-0.453852745,-0.62767047,-0.25340911,-1.214590698,-0.139740963,-0.005684923,-0.246627196,-0.398259715,-0.601176894,-0.271736027,-0.157275933,-0.6999898
48,-1.574351069,-1.363968406,0.206112982,1.682454973,-0.701679452,-0.433455774,-1.051390193,-0.752472802,-1.299752445,-0.853332824,-1.130267032,-0.859438857,-0.953901011,-1.020236221
49,-2.794629596,2.68669265,2.127294351,-0.362428612,0.799346998,1.187221367,0.237248376,0.597211557,-0.030592879,0.696994591,1.037274725,0.383599867,-0.886423036,3.511583415
50,-2.017327856,0.859691033,0.741601188,-0.496881088,0.258252999,0.56904878,-1.018503049,-0.881598156,-1.118100852,-0.986583428,-0.685130489,-0.824203736,-0.830416789,0.540818235
51,-1.054639001,0.190196858,0.285966487,0.045256501,0.414468421,0.150998486,-2.328040246,-2.184532845,-2.09168647,-1.642406238,-1.644489139,-1.855307545,-2.417479117,-1.384661342
52,0.28266281,1.689813606,-0.188457274,0.023005329,0.908018596,2.405661378,0.114245796,0.320776747,0.106933054,0.555824771,0.214704039,0.256080456,0.224766574,0.042468375
53,-0.411072259,-1.370866938,-0.719248215,1.671472375,-0.894118741,-1.17317553,0.562843186,0.909398043,0.196782009,0.521552606,0.19847885,0.396511619,0.790481986,-0.041963159
54,-0.100892864,-1.656332411,0.727509393,-0.362428612,-0.46169634,-1.770224991,-0.013222105,-0.038523409,-0.10196655,-0.330978688,-0.736694386,-0.492295988,-0.061522341,-1.189914139
55,-0.343328516,-1.085016705,-0.996386847,0.35901261,-0.488864239,-0.91089076,0.102511642,0.178140686,0.075094954,0.124716388,-0.324171693,-0.081994843,0.321595444,-0.384714745
56,-0.268349026,-1.390839064,-0.573633001,-0.986444737,-0.366608691,-0.560296962,-0.566756821,-0.399857784,-0.736336105,-0.690407143,-1.046416084,-0.781437539,-0.460859187,-1.111209175
57,0.167387814,-1.127358471,-0.890698386,0.254916384,-0.636023695,-0.594364111,0.327332921,0.31278507,0.260243886,-0.08929951,-0.173347055,-0.196420069,0.171500032,-0.322711179
58,-0.489493566,-1.164431106,0.083984093,-0.014453082,0.278628923,-0.83340655,-0.826342369,-0.753306463,-0.920786988,-0.964698056,-1.058098954,-0.977988263,-0.818559168,-0.976627015
59,-0.953485662,-0.754075321,-0.273008044,-0.329953518,0.355604639,0.147408125,-1.371366827,-1.468536825,-1.206857443,-1.286105903,-1.456976058,-1.352518291,-1.343188577,-1.064382437
60,-0.057360477,0.89753335,-0.557192574,-0.722512918,-0.203601294,-0.797673323,0.955768172,0.879989134,1.026519783,0.974507984,1.185603399,1.126297638,0.885316281,1.499851145
61,1.202559686,2.402166459,2.88355401,0.086539426,3.475385104,-0.017373622,1.090625697,1.264286846,1.107312681,1.546895619,2.103919599,1.608413358,0.949594243,2.504008266
62,1.053710124,2.731727082,2.629901702,-0.085803185,1.990206595,0.665013004,1.175350691,1.153019731,1.148218575,1.436255783,1.839900503,1.66577146,0.803080056,2.011482799
63,0.729635001,1.232068374,-1.139653429,-0.907754367,-0.742431302,-0.771038614,1.451222878,1.556910475,1.497123051,1.733756642,1.867523356,2.400298702,1.546142903,1.930616193
64,0.049046993,0.396062629,-0.087466078,-1.056707437,-1.242773452,-2.408307699,0.109132782,0.25432734,0.169805941,0.420088221,0.671352524,0.87328602,0.384393672,1.111598159
65,0.006570941,0.299971659,-0.3927883,-0.452409691,-0.599799829,-0.023199785,-0.225530566,-0.338309085,-0.111380013,-0.171985013,-0.121734737,-0.229546716,-0.181325376,-0.193885907
66,1.46155307,3.077695516,3.000985634,-0.001301509,3.221818042,1.868524887,2.621522595,3.236244937,2.120110078,2.965416071,3.565511642,3.42047713,2.641966092,2.645653673
67,-0.166456537,-0.034849435,1.255951701,-0.781558834,-0.570367938,-1.376441231,-0.143541419,-0.424291891,0.008125519,-0.284483601,-0.098722464,-0.159488504,-0.128820488,0.453948318
68,-0.191998694,-0.611720904,-0.211943599,-0.948584723,-1.432948749,-1.59612756,0.025868895,-0.182616079,0.146062105,-0.090553167,-0.0838347,-0.160377832,0.101527231,0.28390626
69,1.021730987,-0.627836939,0.859032812,-0.850775464,-1.333333117,-0.375823792,0.236092224,0.205389832,0.291486462,0.246489727,0.216056599,0.270712559,0.334893875,0.002311314
70,0.372029261,-0.293871128,-0.143833257,-0.661271391,-0.952982523,-0.742665781,-0.0295315,-0.097539583,0.092806339,0.061383753,0.088097575,-0.017181652,0.064005813,-0.035440726
71,0.117799193,2.364701639,1.779696744,-0.049890046,2.216605758,0.339644875,0.698962495,1.030232927,0.677226559,1.176804832,1.66052365,1.588590085,0.794915817,2.474927156
72,-0.657314232,2.354885516,0.741601188,-0.275148865,1.664191801,2.162300062,1.21958963,1.236824354,1.180943602,1.201612951,2.288972266,1.618028862,1.171843707,2.867010464
73,0.235397018,-1.278712519,0.062846401,1.901650497,-1.095613996,-0.760898084,-0.499625785,-0.372939483,-0.729013599,-0.826998627,-0.995909569,-0.875871839,-0.598271467,-1.182533162
74,-0.674129009,-0.006933255,0.687582641,-0.391888327,-0.771863193,0.102785184,0.273350741,1.311538575,0.170227534,0.660372697,0.564120473,0.509300116,0.343974907,1.317726357
75,-0.384005977,-1.147045605,0.971767171,1.92536555,-0.692623486,-1.211362233,-0.55265321,-0.535424985,-0.599503215,-0.635958684,-0.80389445,-0.685150302,-0.432208272,-0.566891307
76,-1.317238092,0.050828244,3.858236489,1.461665247,-0.871478825,-0.398479068,-0.451702464,-0.603980493,-0.390612286,-0.536072318,-0.119014874,-0.27735363,-0.331624313,0.806564944
77,0.428458573,-0.421633167,0.464462555,0.74940682,-2.216289853,-1.587463603,-0.218275289,-0.296639533,-0.17053794,-0.271683978,-0.510944923,-0.217975691,-0.015647234,-0.253390776
78,0.587698661,-0.506241822,0.394003581,0.779328213,-0.106249654,0.659457492,-0.196159568,-0.279191145,-0.151801435,-0.227210517,-0.117901511,-0.193971334,-0.185847113,-0.503533146
79,0.203438074,-1.231693586,-0.017007103,1.892439311,-1.421628791,-0.929464687,-0.510780504,-0.433970841,-0.68736822,-0.783124539,-0.973497466,-0.766381033,-0.495194945,-1.18261578
80,-0.406824885,-0.709351994,0.412792641,0.822066779,-1.260885385,-0.632079362,-0.445668487,-0.418868348,-0.573934102,-0.609449929,-0.789432192,-0.556088311,-0.497939365,-0.189243329
81,-0.326299292,-0.833240305,0.433930333,1.833422466,-1.020902272,-1.112603485,-0.370050519,-0.220421509,-0.49653234,-0.265313741,-0.679141407,-0.454793392,-0.258550661,-0.376891504
82,0.325970945,0.599305878,0.80971153,1.560841765,-0.024745955,0.503205634,-0.236771755,-0.132053429,-0.297784739,-0.114510105,-0.518401804,-0.069015106,-0.08053523,-0.654448064
83,0.966570668,0.370439023,0.50673794,1.586293045,-0.25340911,1.126859181,-0.182758118,-0.138090193,-0.201902402,-0.143144844,-0.151429569,-0.249595849,-0.181372077,-0.365917848
84,0.102785495,-1.057543724,1.908871531,0.538935701,-2.592112463,-1.080826078,-0.358455796,-0.544088734,-0.2512455,-0.455482099,-0.695211811,-0.482991,-0.207583332,-0.272451802
85,0.028532185,-0.259277732,0.520829735,-0.325738598,-1.648027953,-0.645989943,-0.369584099,-0.454561214,-0.303737124,-0.457337422,-0.491444027,-0.446298076,-0.262920482,-0.164853151
86,0.749830188,-0.457069871,0.736903923,-0.737762997,-2.137050145,-0.968232785,-0.081197244,-0.091149826,-0.06825485,-0.12892561,-0.394517651,-0.158211031,0.18017346,-0.455284407
87,-0.225401217,-1.01526986,0.271874692,1.322163646,-1.847259217,-0.63686936,0.418166608,0.383880863,0.343813033,0.045866268,-0.028992655,0.071318563,0.296600359,0.035969669
88,0.945985612,-1.243281012,0.473857085,1.111894596,-2.911335283,-1.743657975,0.10340082,0.159169278,0.024454822,-0.134234787,-0.20369267,-0.319383124,0.075077925,-0.770489534
89,0.482560073,1.195417812,0.055800504,0.819740149,0.188069258,1.870031108,0.518060325,0.666249905,0.574407223,0.871850832,0.58478581,0.598591226,0.764425229,0.33211986
90,0.01647016,-1.098415116,1.063363838,1.10069044,-1.417100807,-0.957521208,0.219901869,0.375196036,0.001769937,0.015600061,-0.114531178,-0.078372951,0.297949063,-0.09590847
91,0.240276291,-1.229942363,0.868427342,1.845951884,-2.023850564,-0.84605498,0.048014526,0.243530293,-0.151633078,-0.264340709,-0.450026087,-0.358541398,-0.03082454,-1.005074999
92,0.157096706,-1.090606164,0.13800264,1.612033794,-1.580108205,-0.711447139,-0.151398715,0.101559947,-0.423413056,-0.099845401,-0.516571532,-0.19123489,0.21988546,-1.150565109
93,-0.002036899,-1.128440739,-0.007612573,1.388136698,-2.272889643,-1.28056241,-0.049395199,0.245211659,-0.367370838,-0.112411236,-0.501700756,-0.22553802,0.111899753,-0.706425263
94,0.107679067,-1.253332952,-0.343467018,1.771365012,-2.68493612,-1.047578779,0.239008687,0.254625444,0.126223535,-0.120982304,-0.285115775,-0.244468941,0.156058115,-0.595599131
95,0.873355723,-0.725097052,-0.470293172,0.567130852,-1.632180012,-0.593676568,-0.303161721,-0.057807119,-0.482002296,-0.208508534,-0.5575289,-0.261724983,0.082048148,-1.206194473
96,-0.355234298,1.565422897,0.464462555,-0.27126003,0.462012245,1.739517211,0.778069541,0.94703785,0.780662739,0.924177393,1.439764541,1.524059558,1.195369991,1.756821844
97,0.838601023,-0.471680566,2.082670334,0.919278226,-0.887326766,-1.15629906,-0.431448423,-0.336573313,-0.447160424,-0.42014271,-0.342277264,-0.08740797,-0.173445378,-0.7839834
98,-1.580420991,1.100352718,1.627035633,1.286018895,0.781235065,1.382135506,-0.321379906,0.001696718,-0.431095504,-0.285666382,1.210582858,0.069565978,-1.038595765,3.494522119
99,1.548499465,-0.505412583,-0.843725736,-0.444855624,0.156373375,0.063472624,0.725763283,0.738046692,0.744666015,0.78273501,0.743279214,0.485754568,0.756089399,-0.312321108
100,1.043809433,-0.385246185,-0.218989497,-0.128419874,-0.060969821,-0.813296837,0.822813164,0.58596492,0.908965152,0.563175882,0.26491632,0.419821946,0.63150477,-0.293502994
101,0.237477007,-0.511382307,-0.012309838,1.44887546,-0.006634022,-0.04739207,-0.251625901,-0.101586898,-0.328702659,-0.149565105,-0.520544003,-0.423033571,-0.268493763,-1.079530144
102,1.325617599,-0.232133511,-0.986992318,-0.846236317,-0.418680499,-0.617638488,1.013912279,0.93046802,1.023780781,0.867212018,0.487755792,0.681818442,0.999179107,-0.26100193
103,0.487256922,-0.539572816,-0.846074369,-1.056707437,0.278628923,-0.820080105,1.051929053,0.70654652,1.131019266,0.510939338,0.303299246,0.376033027,0.62663626,0.117042573
104,0.491909487,0.065336147,-0.113301035,-0.257821968,0.699731366,0.75278287,0.954017437,0.588048013,1.076220538,0.6436685,0.49028951,0.459350766,0.786453018,0.41095913
105,0.068768112,0.006066433,-0.585376163,0.794816451,0.500500103,1.195156433,0.758722906,0.648663615,0.800547623,0.631599543,0.793541657,0.280055711,0.544581918,0.730445074
106,1.440308558,0.18804745,-1.242993258,-0.689403915,0.57973981,1.158243667,0.972763437,1.086954091,0.945307227,1.155949424,0.904224528,0.835433507,1.020963786,-0.019291015
107,1.111329815,0.199774935,-0.251870351,-0.131568835,0.475596195,0.531717966,0.851474742,0.646627463,0.939353835,0.70456262,0.969883962,0.470442163,0.792419206,0.269989958
108,1.039095279,-0.43263414,-0.566587104,-0.959188063,0.208445183,-0.865212408,0.933214909,0.825708418,0.926630525,0.64817025,0.325981457,0.476677024,0.770071612,-0.249043086
109,0.488472274,-0.131567963,-0.132090095,-0.510535471,-0.076817763,-0.129598181,0.138837509,0.188443252,0.111577873,0.139349583,-0.017981254,-0.082624053,-0.03929088,-0.750674953
110,0.037178403,0.946737417,-0.909487446,-0.105257218,1.360816922,1.371630487,-0.730359244,-0.566842309,-0.805832237,-0.474648214,-0.79698555,-0.556397184,-0.418769487,-0.701884796
111,-1.908138016,2.377433944,0.332939136,-0.145922836,1.458168562,0.39276568,-2.901857136,-2.506648933,-3.132903756,-2.470653448,-2.337765154,-2.213887608,-2.433674592,-1.363187306
112,1.491177939,0.803019976,-0.538403514,0.077322307,1.546464236,1.839856388,-0.444729482,-0.39894249,-0.393297346,-0.302488127,-0.053486726,-0.081801772,-0.261978107,-0.893330306
